Lifetime Engaged Users,Page total likes,Type_Photo,Type_status,Type_video,Type_link,Category_one,Category_two,Category_three,Post Month,Post Weekday,Post Hour,Paid,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime People who have liked your Page and engaged with your post,comment,like,share,Total Interactions
2417,129600,0,1,0,0,0,1,0,7,5,12,1,15576,27513,2327,3098,19078,10840,1839,11,238,51,300
1620,129600,1,0,0,0,0,0,1,7,5,3,0,54256,82011,963,1419,42128,24224,977,10,755,58,823
602,129600,1,0,0,0,0,1,0,7,4,12,1,3726,6372,574,785,4760,2852,399,30,47,8,85
863,129600,1,0,0,0,1,0,0,7,4,6,1,31904,50539,770,1106,24010,12992,583,2,126,32,160
1407,129600,1,0,0,0,1,0,0,7,3,13,1,40336,65309,1330,2251,27771,14848,907,4,104,10,118
685,129600,1,0,0,0,0,1,0,7,3,1,0,4220,7774,597,838,4404,2326,407,10,167,26,203
729,129600,1,0,0,0,0,0,1,7,2,13,0,4666,8360,648,1014,5010,2818,459,9,152,41,202
701,129600,1,0,0,0,0,1,0,7,2,7,1,4274,7948,638,1020,5936,3164,460,0,128,15,143
964,129600,1,0,0,0,1,0,0,7,1,13,0,28208,41650,827,1237,18035,11120,636,13,234,43,290
513,128032,1,0,0,0,0,1,0,7,1,3,0,3330,5461,478,652,3675,2196,307,2,61,16,79
550,128032,1,0,0,0,0,1,0,7,7,11,1,3528,5918,513,787,4606,2660,360,0,66,9,75
1355,128032,1,0,0,0,0,0,1,7,7,3,0,38576,55398,890,1328,17365,12624,827,7,529,60,596
528,128032,1,0,0,0,0,0,1,7,6,13,1,2628,4264,503,652,3086,1846,328,3,42,10,55
758,128032,1,0,0,0,1,0,0,7,6,3,0,7232,12735,700,1236,8855,4712,471,2,75,24,101
1473,128032,0,1,0,0,0,1,0,7,5,10,0,10188,16978,1441,2136,14450,8536,1395,13,61,13,87
909,128032,1,0,0,0,1,0,0,7,5,3,0,6408,11881,861,14974,7243,4040,490,26,162,7,195
515,128032,1,0,0,0,1,0,0,7,4,9,1,3414,6050,493,710,5005,2704,340,2,47,4,53
2003,128032,1,0,0,0,0,1,0,7,4,5,1,53056,65260,1412,2089,23679,17104,975,6,696,28,730
1191,128032,1,0,0,0,1,0,0,7,3,10,1,66976,111502,1054,1641,40203,19968,708,7,215,47,269
2889,127082,1,0,0,0,1,0,0,7,3,3,1,76096,94644,2495,4596,31096,19744,1276,22,534,31,587
1007,126424,1,0,0,0,0,0,1,7,4,12,0,5458,9098,933,1181,5307,3204,537,1,143,27,171
895,126424,1,0,0,0,0,1,0,7,4,3,0,3706,6194,884,1173,4700,2726,493,18,46,7,71
3742,126424,0,1,0,0,0,1,0,7,3,13,0,18320,31448,3682,7854,25584,14920,3300,36,98,14,148
722,126424,1,0,0,0,0,0,1,7,3,4,1,2316,3611,716,862,2545,1529,372,0,25,5,30
1779,126424,0,0,1,0,1,0,0,6,2,13,0,139008,277100,1643,2356,107502,38720,1008,23,204,44,271
1043,126345,1,0,0,0,1,0,0,6,2,9,1,5854,11854,947,19779,5901,2894,583,11,202,5,218
2552,126345,1,0,0,0,1,0,0,6,2,3,0,109056,191324,2457,4906,48765,25024,1353,7,148,39,194
735,126345,1,0,0,0,0,1,0,6,1,12,0,3212,4908,720,897,3399,2162,375,1,40,8,49
909,126345,1,0,0,0,0,1,0,6,1,4,0,3046,4909,872,1147,3559,2126,477,1,71,17,89
2240,126345,0,1,0,0,0,1,0,6,7,11,0,12044,20327,2193,3599,17717,10400,2119,0,104,13,117
1400,126141,1,0,0,0,1,0,0,6,7,4,1,9652,16968,1381,2801,15917,8972,1035,1,34,4,39
1631,126141,1,0,0,0,1,0,0,6,6,12,0,28112,47721,1537,2438,41207,23440,1225,11,129,12,152
870,126141,0,1,0,0,0,1,0,6,6,4,0,8628,14847,843,1692,11970,6796,774,4,72,18,94
389,126141,1,0,0,0,1,0,0,6,5,11,1,2431,4180,383,7980,3963,2301,342,0,15,3,18
936,126141,1,0,0,0,1,0,0,6,4,22,1,20560,24112,860,1126,5648,3856,460,14,102,9,125
1418,126141,1,0,0,0,1,0,0,6,4,12,0,20896,29062,1038,2048,19738,13656,998,103,469,33,605
170,125612,1,0,0,0,1,0,0,6,4,11,0,2402,4072,145,286,3147,1794,137,5,57,5,67
596,125612,1,0,0,0,1,0,0,6,4,7,0,1729,3289,591,735,2888,1406,340,0,23,2,25
753,125612,1,0,0,0,0,1,0,6,4,3,0,4320,7127,681,1021,4569,2782,459,5,141,26,172
569,125612,1,0,0,0,1,0,0,6,3,11,0,2585,4410,560,781,3802,2144,348,0,19,5,24
610,125612,1,0,0,0,0,1,0,6,3,3,0,3322,5969,569,852,4111,2236,375,1,71,23,95
691,125612,1,0,0,0,1,0,0,6,2,13,0,3600,5807,656,913,3351,2110,436,0,72,21,93
1160,125612,1,0,0,0,1,0,0,6,2,2,0,11620,21564,1138,2042,20024,10568,920,5,54,7,66
724,125612,1,0,0,0,0,0,1,6,1,14,0,4248,7004,671,920,5063,3114,501,5,93,19,117
564,125612,1,0,0,0,0,0,1,6,1,3,0,2763,4388,523,650,3519,2124,375,0,62,10,72
621,125612,1,0,0,0,0,1,0,6,7,11,0,3558,5396,568,775,3708,2392,403,0,78,16,94
840,124940,1,0,0,0,1,0,0,6,7,4,0,8324,14480,834,1388,13786,7736,662,0,14,1,15
909,124940,1,0,0,0,0,1,0,6,6,9,0,6952,11469,779,1229,7431,4292,646,11,231,43,285
552,124940,1,0,0,0,0,0,1,6,6,2,1,2823,4955,503,622,3579,1966,348,1,72,16,89
1382,124940,1,0,0,0,1,0,0,6,5,13,1,63840,102620,1229,1871,32470,16480,760,9,197,28,234
985,124940,1,0,0,0,0,0,1,6,5,3,1,11608,15323,705,940,8419,5840,594,4,330,29,363
884,124940,1,0,0,0,1,0,0,6,4,12,0,58304,80871,715,1034,2289,1408,340,0,148,7,155
842,124940,1,0,0,0,0,0,1,6,4,2,0,4762,8303,725,1014,6086,3494,569,2,208,28,238
750,124940,1,0,0,0,0,1,0,6,3,13,0,6150,10217,676,969,6253,3742,445,12,148,28,188
768,124940,1,0,0,0,0,0,1,6,3,3,1,4644,8178,683,1000,5651,3144,506,4,154,26,184
1029,124940,1,0,0,0,0,0,1,6,2,13,0,22464,29650,934,1408,9376,6864,546,3,142,18,163
791,124940,1,0,0,0,0,0,1,6,2,3,0,3754,6295,730,1072,4343,2590,482,8,107,20,135
666,124940,1,0,0,0,1,0,0,6,1,13,0,4452,7998,658,948,7037,3768,397,0,22,3,25
664,124940,1,0,0,0,0,0,1,6,1,3,0,3576,5525,618,870,4229,2672,403,2,84,13,99
579,124940,1,0,0,0,0,0,1,6,7,10,0,3028,4794,548,740,3574,2184,349,2,59,12,73
647,124940,1,0,0,0,0,0,1,6,7,3,1,4022,6503,616,995,5416,3312,423,3,65,14,82
1635,124940,1,0,0,0,1,0,0,6,6,12,1,52736,73584,1622,2824,18580,10144,876,0,24,4,28
1557,124940,1,0,0,0,0,0,1,6,6,4,0,47376,70212,1426,2051,22710,13344,697,9,186,23,218
756,123047,1,0,0,0,0,0,1,6,5,12,0,3234,5113,724,937,3476,2174,347,0,58,17,75
702,123047,1,0,0,0,0,1,0,6,5,3,0,3322,5553,656,863,3484,1968,328,2,74,14,90
768,123047,1,0,0,0,0,0,1,6,4,13,0,6768,11525,672,930,7048,4012,408,2,180,44,226
1141,123047,1,0,0,0,0,1,0,6,4,5,1,11304,20647,1065,1874,14792,7800,732,18,168,49,235
759,123047,1,0,0,0,1,0,0,6,3,11,0,13544,18474,733,1082,7326,4120,408,0,36,5,41
581,123047,1,0,0,0,0,0,1,6,2,13,0,3418,5659,546,770,4491,2620,327,2,51,6,59
560,123047,1,0,0,0,0,0,1,6,2,5,1,3662,6476,522,677,4930,2660,319,2,67,14,83
2579,123047,1,0,0,0,0,0,1,6,1,10,0,56672,104966,1334,1850,78678,37408,1831,20,1372,47,1439
526,123047,1,0,0,0,0,0,1,6,1,3,1,3294,5499,488,599,4658,2710,305,2,57,6,65
732,121540,1,0,0,0,0,0,1,6,1,3,0,3110,5405,712,892,4605,2540,342,2,33,10,45
722,121540,1,0,0,0,0,1,0,5,7,14,0,3806,6486,658,880,4955,2772,361,1,79,17,97
577,120050,1,0,0,0,0,0,1,5,5,9,1,3776,6736,529,719,4846,2614,371,3,97,22,122
1684,120050,1,0,0,0,0,0,1,5,4,12,0,39040,55633,1183,2123,32021,19712,1101,16,617,58,691
684,120050,1,0,0,0,0,0,1,5,4,4,1,4032,7278,607,848,4935,2644,432,7,139,34,180
1049,120050,1,0,0,0,0,0,1,5,3,12,0,21248,34095,918,1438,11280,6664,536,20,199,32,251
692,119198,1,0,0,0,0,0,1,5,3,5,0,4344,8025,626,872,4911,2528,367,1,107,26,134
566,119198,1,0,0,0,0,0,1,5,2,12,0,2718,4698,528,663,3601,1992,306,0,50,10,60
596,119198,1,0,0,0,0,0,1,5,2,1,0,3024,5630,560,721,4114,2098,341,0,64,20,84
1636,119198,0,1,0,0,0,1,0,5,1,2,0,10152,17099,1599,2755,15382,8980,1613,2,55,10,67
678,119198,1,0,0,0,0,1,0,5,7,2,0,4708,8090,594,889,4664,2690,390,1,142,37,180
526,119198,1,0,0,0,0,0,1,5,6,14,0,2772,4642,479,604,3353,1943,305,2,72,9,83
536,119198,1,0,0,0,0,0,1,5,6,6,0,2812,4954,485,672,3382,1853,323,4,79,16,99
823,119198,1,0,0,0,0,0,1,5,5,10,1,6460,11373,706,1197,6279,3612,505,25,244,44,313
1062,117764,1,0,0,0,1,0,0,5,4,10,0,18056,32576,875,1389,26514,14728,701,25,307,58,390
679,117764,1,0,0,0,0,0,1,5,4,4,0,5016,8745,569,966,5904,3322,488,6,212,36,254
470,117764,1,0,0,0,0,0,1,5,3,11,0,3528,6181,415,583,4249,2352,322,2,95,17,114
734,117764,1,0,0,0,0,1,0,5,2,11,0,6444,11509,625,1157,7910,4136,512,5,194,33,232
491,117764,1,0,0,0,0,0,1,5,1,13,1,4458,7753,432,676,5493,3106,340,6,101,29,136
344,117764,0,0,0,1,1,0,0,5,1,2,0,12540,19301,322,396,16914,11008,289,3,46,14,63
604,117764,1,0,0,0,0,0,1,5,7,13,1,4362,7378,509,767,5681,3216,469,3,156,20,179
2298,117764,1,0,0,0,0,0,1,5,7,2,0,38960,65149,1702,3000,57722,34368,1978,37,821,90,948
392,117764,1,0,0,0,0,0,1,5,6,13,0,3144,5067,356,507,3586,2148,271,1,58,13,72
574,117764,1,0,0,0,0,0,1,5,6,8,1,4336,7705,484,847,5156,2752,403,12,155,23,190
3000,117764,1,0,0,0,0,0,1,5,5,13,0,81856,124753,1637,2718,52477,27392,1756,45,1639,122,1806
676,116435,1,0,0,0,0,1,0,5,5,9,0,5728,10164,587,1049,6890,3714,475,3,155,32,190
647,116435,1,0,0,0,0,0,1,5,4,13,1,5490,9518,555,847,6549,3716,476,4,166,33,203
1701,116435,0,1,0,0,1,0,0,5,4,3,1,23832,42313,1570,2838,37816,21352,1578,6,210,39,255
1005,116435,1,0,0,0,0,0,1,5,3,7,0,18552,25542,676,1021,15973,10584,676,4,400,25,429
552,116435,1,0,0,0,0,1,0,5,2,14,0,4132,7165,495,713,4908,2754,398,2,98,18,118
625,116435,1,0,0,0,1,0,0,5,2,8,0,4910,9209,561,869,5768,2812,411,12,138,38,188
562,116435,1,0,0,0,0,0,1,5,1,13,0,4202,7633,481,730,6173,3298,428,3,148,16,167
689,116091,1,0,0,0,0,1,0,5,1,3,0,5976,10441,544,833,7055,4046,487,2,267,40,309
565,116091,1,0,0,0,0,1,0,5,7,14,0,5206,8962,492,878,6461,3708,414,1,144,29,174
780,116091,1,0,0,0,0,0,1,5,7,2,0,6984,12066,631,1116,8188,4776,570,25,256,54,335
577,116091,1,0,0,0,1,0,0,5,6,9,0,6000,10300,539,886,7886,4454,429,3,72,24,99
463,116091,1,0,0,0,0,0,1,5,6,3,0,3332,5797,406,552,4347,2330,341,0,87,18,105
908,116091,0,1,0,0,0,1,0,5,5,7,0,9232,16811,861,1967,12996,7200,843,1,129,36,166
736,115893,1,0,0,0,0,0,1,4,4,15,1,5212,9035,642,1005,6258,3608,597,1,179,30,210
1599,115893,1,0,0,0,1,0,0,4,3,13,0,24264,51899,1485,3153,48466,21928,1392,9,194,33,236
624,115368,1,0,0,0,0,0,1,4,3,8,0,4280,7594,555,771,4632,2530,497,1,124,32,157
905,115368,1,0,0,0,0,0,1,4,2,13,0,6692,11859,742,1165,8391,4692,737,4,304,47,355
739,115368,1,0,0,0,0,0,1,4,2,2,1,5594,9586,670,1048,5732,3256,555,12,138,39,189
583,115368,1,0,0,0,1,0,0,4,1,2,0,11336,15350,547,724,13876,10160,484,4,41,9,54
708,113028,1,0,0,0,0,1,0,4,7,3,1,5582,9903,620,923,6315,3422,557,2,163,35,200
1476,113028,1,0,0,0,1,0,0,4,6,14,0,28352,55202,1242,1990,47899,24512,1185,45,407,76,528
2750,113028,0,1,0,0,0,1,0,4,6,3,1,17912,34774,2567,6591,21009,11408,2256,17,447,123,587
339,113028,0,0,0,1,1,0,0,4,5,7,1,35360,45260,325,477,9105,5472,156,7,38,11,56
962,113028,1,0,0,0,1,0,0,4,5,5,0,9084,15194,916,1897,11853,7024,758,2,93,26,121
671,113028,1,0,0,0,1,0,0,4,4,12,1,6880,11736,639,889,9389,5232,556,0,59,16,75
830,111620,1,0,0,0,0,0,1,4,4,7,1,12824,18929,623,864,15678,10968,705,0,286,30,316
564,111620,1,0,0,0,0,0,1,4,3,7,0,6596,9835,526,678,8242,5352,456,0,66,13,79
838,111620,1,0,0,0,0,0,1,4,2,13,1,7492,12414,713,1274,8452,5024,670,8,236,51,295
1215,111620,1,0,0,0,1,0,0,4,2,6,1,44288,60918,1105,1746,22130,14224,814,2,152,11,165
3984,111620,1,0,0,0,0,0,1,4,1,14,1,105632,147918,2254,3391,48575,27328,1936,51,1998,128,2177
1539,111620,1,0,0,0,1,0,0,4,7,14,0,128064,251269,1408,2506,84046,32384,985,8,186,18,212
964,109670,1,0,0,0,0,0,1,4,6,20,0,5994,9970,838,1254,6896,3998,683,11,235,34,280
718,109670,1,0,0,0,1,0,0,4,6,13,0,6172,10417,684,906,7692,4234,508,1,64,22,87
662,109670,1,0,0,0,0,0,1,4,6,3,0,4986,8198,614,788,5685,3230,469,2,92,28,122
669,109670,1,0,0,0,1,0,0,4,5,13,0,6668,10701,642,943,7956,4696,492,3,53,13,69
657,109670,1,0,0,0,0,0,1,4,5,7,1,5298,8875,575,874,5640,3206,471,5,140,38,183
621,109670,1,0,0,0,1,0,0,4,4,3,0,35008,45508,597,768,8149,4864,389,0,48,8,56
700,109670,1,0,0,0,1,0,0,4,3,13,1,5402,8891,633,1078,6733,3992,514,0,112,14,126
524,109670,1,0,0,0,1,0,0,4,3,8,0,9880,12695,497,658,7072,4732,382,0,35,5,40
584,109670,1,0,0,0,1,0,0,4,2,13,0,3334,5953,565,842,4954,2604,440,4,37,3,44
522,109670,1,0,0,0,0,0,1,4,2,2,1,3130,5313,495,616,3821,2112,385,0,48,14,62
1933,109670,1,0,0,0,0,1,0,4,1,13,1,32208,55696,1367,2123,43980,24720,1568,6,766,109,881
705,109670,1,0,0,0,1,0,0,4,1,2,0,20920,26026,642,913,13546,9768,538,1,96,18,115
518,109670,1,0,0,0,0,0,1,4,7,14,0,3884,6406,483,597,4747,2686,392,1,57,13,71
601,107907,1,0,0,0,0,0,1,4,7,13,0,4240,7057,542,730,5026,2868,461,3,114,21,138
509,107907,1,0,0,0,1,0,0,4,6,9,0,3544,6156,482,701,5011,2746,387,1,51,6,58
504,107907,1,0,0,0,0,0,1,4,6,3,1,3286,6276,458,633,4010,2162,376,1,87,27,115
1784,107907,1,0,0,0,1,0,0,4,5,9,0,71360,110172,1732,3383,47977,25888,1103,5,81,11,97
666,107907,1,0,0,0,0,0,1,4,5,3,0,3824,6333,627,822,4447,2604,462,1,71,18,90
715,107907,1,0,0,0,0,0,1,4,4,13,0,6360,11079,631,1028,6661,3864,505,9,164,52,225
537,107907,1,0,0,0,0,0,1,4,4,5,1,3714,6385,481,645,4441,2512,395,5,91,26,122
1364,107907,1,0,0,0,1,0,0,4,3,13,1,46192,80227,1096,1697,32842,16960,762,9,329,38,376
741,107907,1,0,0,0,1,0,0,4,3,4,1,39568,47128,652,957,22022,16096,519,4,128,17,149
1374,107907,0,0,0,1,1,0,0,4,2,6,0,70912,94172,1106,1267,42338,27232,788,1,379,40,420
471,107907,1,0,0,0,0,0,1,4,1,3,0,4552,7253,444,569,4440,2664,316,1,52,24,77
484,107907,1,0,0,0,0,0,1,4,7,10,0,4390,7004,453,602,4607,2862,347,1,63,26,90
494,107907,1,0,0,0,0,0,1,4,7,3,0,4770,7716,455,632,5040,3114,344,2,97,25,124
421,106928,1,0,0,0,0,0,1,4,6,9,1,2970,4649,390,544,3346,2044,301,2,56,9,67
338,106928,0,0,0,1,1,0,0,4,6,4,0,34192,42092,322,389,22907,16464,230,1,36,7,44
624,106928,1,0,0,0,0,1,0,4,5,13,0,5302,8769,566,979,6021,3606,441,4,138,26,168
642,106928,1,0,0,0,0,1,0,4,5,3,0,5560,9301,586,984,6600,3916,463,7,142,24,173
477,106928,1,0,0,0,0,0,1,4,4,13,0,4406,6769,433,571,4550,2830,335,1,75,15,91
612,106928,1,0,0,0,1,0,0,4,4,3,1,5290,8132,570,857,6032,3794,454,1,89,14,104
517,104070,1,0,0,0,1,0,0,3,5,14,1,3696,5824,474,742,4166,2650,391,2,63,16,81
735,104070,1,0,0,0,1,0,0,3,4,14,1,6030,9579,659,1448,6956,4418,572,3,176,29,208
1653,104070,1,0,0,0,1,0,0,3,4,7,0,49632,1110282,1480,2567,1107833,48368,1513,7,227,15,249
951,104070,0,1,0,0,1,0,0,3,3,15,0,9120,14759,937,1290,13246,8004,924,3,25,6,34
25,104070,1,0,0,0,1,0,0,3,3,10,0,1874,2474,25,31,1483,1062,15,0,0,0,0
466,102112,1,0,0,0,1,0,0,3,3,10,0,4122,7073,455,609,5827,3302,361,1,27,11,39
523,102112,1,0,0,0,1,0,0,3,3,4,0,5080,8238,505,727,6630,3892,403,0,39,14,53
538,102112,1,0,0,0,1,0,0,3,2,12,0,4068,7333,513,934,5914,3198,402,0,61,13,74
463,102112,1,0,0,0,1,0,0,3,2,3,0,3272,6079,446,653,5079,2644,357,0,32,7,39
143,102112,1,0,0,0,1,0,0,3,1,19,0,238,570,142,834,567,236,99,0,2,0,2
541,102112,1,0,0,0,1,0,0,3,1,18,0,3358,5900,507,4550,4650,2800,344,8,109,3,120
735,102112,1,0,0,0,1,0,0,3,1,18,0,6400,11941,726,8415,10987,5916,628,0,32,6,38
282,102112,0,0,0,1,0,0,1,3,1,3,0,6876,10885,245,337,9403,5752,259,2,68,15,85
131,100732,1,0,0,0,1,0,0,3,7,18,0,391,746,130,766,723,380,93,0,6,1,7
1409,100732,1,0,0,0,1,0,0,3,7,17,0,10844,22468,1339,11064,18310,8848,1086,4,213,13,230
398,100732,1,0,0,0,1,0,0,3,7,15,0,5132,9067,398,1690,9065,5132,393,0,2,0,2
144,100732,1,0,0,0,1,0,0,3,7,15,0,3772,6971,144,1033,6932,3758,140,0,3,0,3
24,100732,0,0,0,1,1,0,0,3,7,14,0,2933,5144,23,26,3972,2012,19,0,6,0,6
206,100732,1,0,0,0,1,0,0,3,7,12,0,4094,7469,203,1420,7451,4088,200,0,4,0,4
186,100732,1,0,0,0,1,0,0,3,6,17,0,452,726,184,889,721,450,114,0,4,1,5
1411,100732,1,0,0,0,1,0,0,3,6,17,0,11420,23855,1342,8049,16634,8032,865,12,211,14,237
452,100732,1,0,0,0,1,0,0,3,6,15,0,5704,10510,450,2895,9348,5388,361,1,15,1,17
587,100732,1,0,0,0,1,0,0,3,6,15,0,7192,12811,554,3941,11519,6616,472,11,95,4,110
1061,100732,1,0,0,0,1,0,0,3,6,13,1,9604,16557,1037,9614,13618,7984,705,16,127,0,143
1373,100732,1,0,0,0,1,0,0,3,6,10,0,122944,457509,1268,2106,72846,13184,475,0,136,13,149
103,98195,0,0,0,1,0,1,0,3,6,6,0,5730,10083,71,97,8964,4830,92,2,32,15,49
560,98195,1,0,0,0,1,0,0,3,6,3,0,4898,7960,528,719,6380,3730,363,1,76,9,86
546,98195,1,0,0,0,1,0,0,3,5,10,0,4118,7355,526,675,6423,3466,379,1,28,7,36
9,98195,1,0,0,0,1,0,0,3,5,4,1,1845,2670,9,9,1614,1008,9,0,0,0,0
1591,98195,1,0,0,0,0,0,1,3,4,13,0,34480,191207,1156,1926,184270,30720,1292,10,664,97,771
589,96749,1,0,0,0,0,0,1,3,2,9,0,5338,9940,556,715,8146,3920,363,1,62,10,73
603,96749,1,0,0,0,0,1,0,3,2,5,0,5312,9411,582,795,7034,3588,345,0,48,20,68
711,96749,1,0,0,0,1,0,0,3,1,13,1,4412,8070,678,926,6937,3478,346,1,55,7,63
11452,96749,1,0,0,0,1,0,0,3,1,2,1,98816,125026,11328,18115,16682,10336,1356,10,197,21,228
2348,96749,1,0,0,0,1,0,0,3,7,10,1,7220,12735,2300,3311,9837,5296,642,6,88,24,118
1850,96749,1,0,0,0,1,0,0,3,7,5,1,14320,21958,1819,2170,9579,4664,413,2,59,6,67
2299,93684,1,0,0,0,1,0,0,2,6,13,1,27056,162816,2127,2737,160270,25424,1146,6,234,26,266
1876,93577,1,0,0,0,1,0,0,2,6,6,0,20528,33000,1800,2654,14636,7632,656,3,148,21,172
1362,93470,1,0,0,0,1,0,0,2,5,12,0,6416,11459,1313,1652,9122,4716,497,0,96,29,125
1237,93363,1,0,0,0,1,0,0,2,5,6,0,5786,10634,1218,1526,9103,4764,483,4,49,15,68
1132,93256,1,0,0,0,0,0,1,2,4,12,0,5878,10508,1087,1380,8471,4528,446,3,98,27,128
1383,93149,1,0,0,0,0,0,1,2,4,3,0,9528,16535,1288,1834,11276,6260,630,14,198,70,282
1095,93042,1,0,0,0,0,0,1,2,3,13,0,8500,14157,1029,1422,9670,5640,465,5,159,53,217
949,92935,1,0,0,0,1,0,0,2,3,9,1,3796,6737,940,1192,5249,2694,398,1,22,6,29
2283,92828,1,0,0,0,1,0,0,2,3,6,0,28128,42940,2190,3400,9183,4560,621,6,154,18,178
1239,92721,1,0,0,0,0,0,1,2,2,13,0,7228,12627,1189,1612,9781,5348,606,5,128,32,165
1053,92614,1,0,0,0,0,1,0,2,2,3,1,5290,9100,994,1326,6285,3578,441,2,129,32,163
4544,92507,1,0,0,0,0,0,1,2,1,13,0,55520,665792,3586,6624,648611,47488,3430,146,1546,181,1873
1291,92400,1,0,0,0,1,0,0,2,1,4,0,5880,10115,1264,1878,8536,4884,706,5,79,11,95
1429,92293,1,0,0,0,0,0,1,2,7,13,1,10040,17029,1346,2022,11744,6964,742,19,214,78,311
1713,92186,1,0,0,0,0,0,1,2,7,2,1,153536,497910,1633,2493,8907,5696,593,8,134,34,176
2482,92079,1,0,0,0,1,0,0,2,6,13,0,158208,453213,2319,3412,81938,20608,1034,9,268,36,313
1166,91972,1,0,0,0,0,0,1,2,6,3,0,6484,10832,1115,1441,7316,4280,583,4,128,38,170
949,91865,1,0,0,0,0,1,0,2,5,13,1,4840,7466,923,1116,5362,3370,447,3,47,21,71
1188,91758,1,0,0,0,0,1,0,2,5,3,1,15880,51571,1071,1410,47976,13560,677,1,200,37,238
1573,91651,1,0,0,0,1,0,0,2,4,12,0,15288,31467,1401,2110,28247,13312,1052,5,264,36,305
1245,91544,1,0,0,0,0,0,1,2,4,3,0,9528,16779,1175,1725,11885,6672,729,10,193,61,264
448,91437,0,0,0,1,1,0,0,2,3,13,0,9356,14986,381,505,13919,8460,392,4,114,13,131
1066,91330,1,0,0,0,0,0,1,2,3,3,0,7732,13264,1002,1336,8753,4880,570,7,160,57,224
857,91223,1,0,0,0,1,0,0,2,2,13,0,5240,8893,837,1020,7420,4232,466,0,46,15,61
1004,91116,1,0,0,0,0,0,1,2,2,4,1,7132,12060,944,1226,8294,4736,576,4,136,42,182
1512,91009,1,0,0,0,1,0,0,2,1,12,0,21928,39641,1479,1837,6338,3672,497,0,73,13,86
1179,86909,1,0,0,0,0,0,1,1,6,16,1,5754,9238,1143,1452,6101,3546,420,0,65,19,84
2728,86909,1,0,0,0,1,0,0,1,6,10,1,37088,10966,2288,3183,66311,34352,2021,7,579,47,633
572,86909,0,0,0,1,1,0,0,1,6,4,0,39600,7927,496,581,12522,8176,167,1,101,5,107
1141,86909,1,0,0,0,0,0,1,1,5,13,0,5536,8745,1099,1461,5225,3098,483,1,74,31,106
1117,86909,1,0,0,0,0,0,1,1,5,4,0,6056,10325,1078,1427,6823,3788,487,7,84,36,127
1762,86909,1,0,0,0,0,1,0,1,4,11,0,11484,20696,1635,2741,8774,5124,722,56,360,99,515
66,86491,0,0,0,1,1,0,0,1,4,4,1,4938,7910,63,70,6625,3804,59,0,5,2,7
2969,86491,1,0,0,0,0,0,1,1,3,10,0,66784,9456,2833,3645,17809,11328,801,3,187,36,226
1096,86491,1,0,0,0,0,1,0,1,3,3,0,5526,8779,1058,1399,5732,3412,453,2,69,26,97
1062,86491,1,0,0,0,0,0,1,1,2,7,0,5040,8367,1023,1348,5485,3068,437,2,82,24,108
66,86491,0,0,0,1,1,0,0,1,2,2,0,5168,8371,59,71,7041,3996,58,0,12,2,14
1020,85979,1,0,0,0,0,0,1,1,1,12,0,5034,8030,993,1243,5340,3094,440,2,56,25,83
957,85979,1,0,0,0,0,0,1,1,1,2,0,4908,7491,937,1153,4642,2842,393,1,44,21,66
1407,85979,1,0,0,0,0,0,1,1,7,10,0,9700,17442,1271,2007,8872,4876,660,21,277,80,378
975,85979,1,0,0,0,0,0,1,1,7,2,0,4800,7754,938,1278,4932,2820,432,1,74,28,103
951,85979,1,0,0,0,0,0,1,1,6,11,0,5280,8703,911,1237,5757,3300,431,1,79,30,110
956,85979,1,0,0,0,0,0,1,1,6,3,1,6184,10228,901,1140,6085,3502,437,1,105,46,152
753,85979,0,0,0,1,1,0,0,1,5,11,0,45920,5808,655,763,15766,10720,220,0,128,9,137
1179,85093,1,0,0,0,0,0,1,1,1,2,0,8412,13960,1111,1632,8632,5348,699,17,185,55,257
810,85093,1,0,0,0,0,0,1,1,7,10,0,5400,9218,756,1003,5654,3230,422,10,125,41,176
733,85093,1,0,0,0,0,0,1,1,7,2,0,4684,7536,708,985,4750,2876,392,5,53,26,84
537,81370,1,0,0,0,0,1,0,1,5,8,0,3480,6229,508,687,3961,2104,301,0,53,22,75
625,81370,1,0,0,0,1,0,0,1,5,2,0,3778,7216,572,795,4742,2388,363,4,93,18,115
626,81370,1,0,0,0,0,0,1,1,4,11,0,4156,7564,574,832,4534,2452,370,7,91,38,136
564,81370,1,0,0,0,0,1,0,1,4,4,,4188,7292,524,743,3861,2200,316,0,91,28,119
